id,log_price,score,num_review,property_type,city,lat,lon,amenities
18003619,4.59511985,94.0,43,Apartment,LA,34.08,-118.3,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""Hair dryer"",Iron}"
17992312,4.007333185,90.0,12,Apartment,NYC,40.76,-73.83,"{""Air conditioning"",Kitchen,""Smoking allowed"",Elevator,Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""Lock on bedroom door"",""Hair dryer"",""Laptop friendly workspace""}"
17973572,5.075173815,98.0,20,Apartment,NYC,40.71,-73.95,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,Iron,""Laptop friendly workspace""}"
17861841,4.442651256,100.0,8,Apartment,NYC,40.7,-73.93,"{TV,""Wireless Internet"",""Air conditioning"",Gym,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,""Laptop friendly workspace"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Garden or backyard"",""Luggage dropoff allowed"",""Host greets you""}"
17860272,6.745236349,100.0,5,Apartment,NYC,40.72,-74.0,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Breakfast,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Private entrance"",TV}"
17847644,4.077537444,76.0,5,Apartment,NYC,40.7,-73.94,"{""Wireless Internet"",Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}"
17809067,4.553876892,99.0,19,Apartment,NYC,40.8,-73.95,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}"
17763769,5.147494477,99.0,73,Loft,SF,37.75,-122.44,"{TV,Internet,""Wireless Internet"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self Check-In"",Keypad,""Private entrance""}"
17712350,4.382026635,97.0,31,Apartment,Boston,42.33,-71.09,"{TV,""Cable TV"",""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo}"
17708004,4.007333185,88.0,34,House,NYC,40.68,-73.91,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Smoke detector"",""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed""}"
17666562,5.247024072,89.0,85,House,DC,38.88,-76.95,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Essentials,""24-hour check-in"",Iron}"
17649894,4.709530201,93.0,17,Apartment,NYC,40.7,-73.95,"{""Wireless Internet"",""Air conditioning"",Kitchen,""Smoke detector"",Essentials,Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,Refrigerator,Oven,Stove,""Patio or balcony""}"
17607909,5.010635294,96.0,9,Apartment,SF,37.75,-122.42,"{TV,Internet,""Wireless Internet"",Kitchen,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}"
17589436,4.882801923,86.0,26,Apartment,NYC,40.72,-73.99,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Kitchen,Elevator,""Buzzer/wireless intercom"",Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}"
17575812,4.976733742,98.0,104,Loft,LA,34.05,-118.25,"{TV,Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Pets allowed"",Doorman,Gym,""Pets live on this property"",Dog(s),""Elevator in building"",""Hot tub"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo}"
17558492,4.110873864,95.0,8,Apartment,NYC,40.72,-73.95,"{""Wireless Internet"",""Air conditioning"",""Buzzer/wireless intercom"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove}"
17520883,4.382026635,99.0,67,Apartment,NYC,40.68,-73.93,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Breakfast,""Pets live on this property"",Cat(s),""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}"
17494909,4.709530201,91.0,15,Apartment,LA,33.99,-118.46,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",Essentials,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}"
17476750,4.59511985,92.0,29,Other,LA,34.03,-118.48,"{""Wireless Internet"",Kitchen,""Free parking on premises"",Breakfast,Heating,Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}"
17463966,5.517452896,100.0,6,Apartment,LA,34.06,-118.75,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",Breakfast,""Pets live on this property"",Dog(s),Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}"
17462133,5.003946306,93.0,72,Apartment,SF,37.75,-122.45,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer}"
17423675,5.010635294,97.0,29,House,LA,33.88,-118.4,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}"
17406465,4.304065093,89.0,135,Bed & Breakfast,LA,34.0,-118.41,"{TV,Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",""Pets allowed"",Gym,Breakfast,""Pets live on this property"",Cat(s),""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}"
17406413,4.317488114,78.0,13,Bed & Breakfast,LA,34.16,-118.38,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",Doorman,Gym,Breakfast,""Elevator in building"",""Hot tub"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo}"
17384804,4.905274778,93.0,135,Apartment,NYC,40.8,-73.94,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Keypad,Bathtub,Crib,""Room-darkening shades""}"
17367117,4.859812404,95.0,40,House,DC,38.96,-77.08,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",""Pets live on this property"",Dog(s),""Hot tub"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}"
17346704,4.17438727,99.0,15,Apartment,NYC,40.81,-73.95,"{""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Elevator,""Buzzer/wireless intercom"",Heating,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Host greets you""}"
17333246,4.859812404,100.0,6,Apartment,LA,34.03,-118.48,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}"
17301466,4.787491743,100.0,13,House,LA,34.11,-118.42,"{TV,""Cable TV"",""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Indoor fireplace"",Heating,""Family/kid friendly"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}"
17191563,4.007333185,93.0,12,House,DC,38.97,-77.02,"{""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Pets live on this property"",Cat(s),Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Hangers,Iron}"
17152472,4.317488114,94.0,24,Apartment,LA,34.05,-118.46,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",Doorman,Gym,Breakfast,""Pets live on this property"",Dog(s),""Elevator in building"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Shampoo}"
17108224,4.59511985,95.0,181,Apartment,LA,34.11,-118.32,"{TV,Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",Gym,""Elevator in building"",""Hot tub"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}"
17023686,6.395261598,99.0,22,Apartment,SF,37.77,-122.42,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self Check-In"",""Smart lock"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed""}"
16959968,4.744932128,93.0,12,Apartment,NYC,40.78,-73.99,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,""Pets allowed"",Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}"
16904896,4.828313737,96.0,138,House,SF,37.77,-122.46,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",""Pets live on this property"",Dog(s),""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self Check-In"",Lockbox}"
16813891,4.820281566,98.0,54,Apartment,SF,37.76,-122.43,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Pets live on this property"",""Other pet(s)"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo}"
16808544,5.075173815,98.0,28,House,SF,37.8,-122.42,"{""Wireless Internet"",Kitchen,Gym,Breakfast,""Pets live on this property"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self Check-In"",Keypad,""Private living room"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard""}"
16802965,4.905274778,88.0,38,Apartment,NYC,40.79,-73.94,"{TV,""Cable TV"",""Wireless Internet"",""Air conditioning"",Kitchen,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Hangers,""translation missing: en.hosting_amenity_50""}"
16783042,6.204557763,96.0,29,House,LA,34.11,-118.36,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Pets allowed"",""Hot tub"",""Indoor fireplace"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace""}"
16780250,4.605170186,94.0,99,House,LA,34.11,-118.36,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Pool,""Free parking on premises"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}"
16740779,4.624972813,85.0,17,Apartment,NYC,40.78,-73.95,"{""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self Check-In"",Lockbox}"
16710236,4.189654742,100.0,6,Apartment,NYC,40.8,-73.94,"{""Wireless Internet"",""Air conditioning"",Kitchen,Elevator,Heating,Washer,Dryer,""Carbon monoxide detector"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}"
16707697,5.164785974,95.0,128,Apartment,Boston,42.38,-71.06,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",Essentials}"
16703040,5.616771098,98.0,25,Apartment,SF,37.75,-122.44,"{TV,Internet,""Wireless Internet"",Kitchen,""Indoor fireplace"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""Self Check-In"",Keypad}"
16670882,4.605170186,95.0,7,House,SF,37.77,-122.45,"{TV,""Wireless Internet"",Kitchen,Breakfast,Heating,Washer,Dryer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Private living room""}"
16652287,4.553876892,98.0,9,Apartment,NYC,40.83,-73.95,"{TV,Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",""Buzzer/wireless intercom"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",Microwave,Refrigerator,""Dishes and silverware"",""Well-lit path to entrance""}"
16630498,5.666426688,98.0,26,Apartment,LA,33.97,-118.46,"{TV,""Wireless Internet"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}"
16630434,5.135798437,96.0,10,Apartment,NYC,40.67,-73.98,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}"
16596185,4.043051268,94.0,70,Apartment,NYC,40.64,-74.02,"{Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}"
16529936,5.298317367,87.0,45,Apartment,NYC,40.68,-73.97,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""translation missing: en.hosting_amenity_50""}"
16490625,4.248495242,94.0,17,Apartment,DC,38.92,-77.04,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,""Hot tub"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials}"
16490513,4.007333185,96.0,144,Apartment,NYC,40.82,-73.94,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",Heating,Washer,Dryer}"
16470381,4.86753445,96.0,17,Townhouse,NYC,40.75,-73.89,"{TV,Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Single level home"",""Luggage dropoff allowed"",""Long term stays allowed"",""Cleaning before checkout"",""Step-free access"",""Wide doorway"",""Flat, smooth pathway to front door"",""Well-lit path to entrance"",""Step-free access"",""Wide doorway"",""Wide clearance to bed"",""Accessible-height bed"",""Firm mattress"",""Step-free access"",""Accessible-height toilet""}"
16454916,6.109247583,96.0,14,Townhouse,LA,33.99,-118.46,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Smartlock}"
16445600,5.669880923,99.0,23,Apartment,NYC,40.73,-73.99,"{TV,Internet,""Smoke detector"",""Wireless Internet"",""Carbon monoxide detector"",""Air conditioning"",Kitchen,Essentials,""24-hour check-in"",""Hair dryer"",Iron,""Laptop friendly workspace"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly""}"
16443243,4.934473933,98.0,10,Townhouse,NYC,40.75,-73.89,"{""Wireless Internet"",""Air conditioning"",Kitchen,Breakfast,Heating,""Suitable for events"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Lockbox,""Private living room"",""Private entrance"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Wide hallway clearance"",""Wide doorway"",""Flat, smooth pathway to front door"",""Well-lit path to entrance"",""Step-free access"",""Wide doorway"",""Wide clearance to bed"",""Step-free access"",""Wide doorway"",""Accessible-height toilet"",""Step-free access"",""Wide entryway""}"
16436970,4.86753445,94.0,19,Apartment,NYC,40.76,-73.92,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,Breakfast,Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",Bathtub,Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove}"
16404289,4.787491743,97.0,6,Apartment,LA,34.07,-118.38,"{""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Elevator in building"",""Indoor fireplace"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}"
16390897,6.198478716,95.0,43,Apartment,NYC,40.74,-73.99,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Doorman}"
16390636,4.49980967,88.0,12,Apartment,SF,37.75,-122.45,"{TV,Internet,""Wireless Internet"",Kitchen,""Indoor fireplace"",Heating,""Family/kid friendly"",""Suitable for events"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}"
16315222,5.010635294,88.0,8,Apartment,NYC,40.67,-73.96,"{Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Elevator,""Buzzer/wireless intercom"",Heating,Washer,Dryer,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}"
16285014,5.351858133,95.0,13,Apartment,SF,37.79,-122.44,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,Elevator,Heating,Washer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self Check-In"",Lockbox,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed""}"
16263502,5.703782475,96.0,5,Apartment,SF,37.8,-122.41,"{Internet,""Wireless Internet"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials}"
16241135,5.631211782,96.0,78,House,LA,33.98,-118.46,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",""Pets allowed"",""Indoor fireplace"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Keypad,Bathtub}"
16172498,5.991464547,98.0,8,Apartment,Chicago,41.94,-87.65,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron}"
16131645,4.859812404,87.0,15,Apartment,NYC,40.68,-73.91,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}"
16122163,4.553876892,75.0,8,Guesthouse,SF,37.78,-122.44,"{""Wireless Internet"",Kitchen,Heating,""Family/kid friendly"",""Suitable for events"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Lockbox}"
16014394,4.007333185,93.0,60,House,NYC,40.7,-73.94,"{Internet,""Wireless Internet"",""Air conditioning"",Heating,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self Check-In"",Keypad,""Hot water"",""Bed linens"",""Extra pillows and blankets""}"
15969097,5.459585514,95.0,9,Apartment,NYC,40.74,-73.99,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Elevator,Heating,Washer,Dryer,""Smoke detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}"
15956956,5.164785974,100.0,25,Apartment,LA,34.05,-118.25,"{""Cable TV"",""Wireless Internet"",""Air conditioning"",Pool,Kitchen,Doorman,Gym,""Elevator in building"",""Hot tub"",""Smoke detector""}"
